URL,Status,
http://kansascity.localhost.score.org ,OK,
http://lakeoftheozarks.localhost.score.org ,OK,
http://lakesregion.localhost.score.org ,OK,
http://lakesumter.localhost.score.org ,OK,
http://lancaster.localhost.score.org ,OK,
http://lascruces.localhost.score.org ,OK,
http://lasvegas.localhost.score.org ,OK,
http://lehighvalley.localhost.score.org ,OK,
http://lexington.localhost.score.org ,OK,
http://lincoln.localhost.score.org ,OK,
http://littlerock.localhost.score.org ,OK,
http://london.localhost.score.org ,OK,
http://longisland.localhost.score.org ,OK,
http://louisville.localhost.score.org ,OK,
http://lubbock.localhost.score.org ,OK,
http://ludington.localhost.score.org ,OK,
http://madison.localhost.score.org ,OK,
http://manasota.localhost.score.org ,OK,
http://mariongrantcounty.localhost.score.org ,OK,
http://martinsville.localhost.score.org ,OK,
http://memphis.localhost.score.org ,OK,
http://merrimackvalley.localhost.score.org ,OK,
http://miamidade.localhost.score.org ,OK,
http://michiana.localhost.score.org ,OK,
http://midcolumbiatricities.localhost.score.org ,OK,
http://midlands.localhost.score.org ,OK,
http://midmissouri.localhost.score.org ,OK,
http://midshore.localhost.score.org ,OK,
http://minneapolis.localhost.score.org ,OK,
http://minot.localhost.score.org ,OK,
http://mississippirivervalley.localhost.score.org ,OK,
http://mobile.localhost.score.org ,OK,
http://modestomerced.localhost.score.org ,OK,
http://monadnock.localhost.score.org ,OK,
http://monmouth.localhost.score.org ,OK,
http://monroecounty.localhost.score.org ,OK,
http://montereybay.localhost.score.org ,OK,
http://montpelier.localhost.score.org ,OK,
http://mtwashington.localhost.score.org ,OK,
http://muscatine.localhost.score.org ,OK,
http://muskegon.localhost.score.org ,OK,
http://naples.localhost.score.org ,OK,
http://nashville.localhost.score.org ,OK,
http://ncentralpa.localhost.score.org ,OK,
http://nela.localhost.score.org ,OK,
http://nemassachusetts.localhost.score.org ,OK,
http://netennessee.localhost.score.org ,OK,
http://newhaven.localhost.score.org ,OK,
http://neworleans.localhost.score.org ,OK,
http://newyorkcity.localhost.score.org ,OK,
http://norfolk.localhost.score.org ,OK,
http://northcentralflorida.localhost.score.org ,OK,
http://northcentralindiana.localhost.score.org ,OK,
http://northcentralohio.localhost.score.org ,OK,
http://northcoast.localhost.score.org ,OK,
http://northeastiowa.localhost.score.org ,OK,
http://northeastny.localhost.score.org ,OK,
http://northeastpennsylvania.localhost.score.org ,OK,
http://northernarizona.localhost.score.org ,OK,
http://northernillinois.localhost.score.org ,OK,
http://northernnevada.localhost.score.org ,OK,
http://northernutah.localhost.score.org ,OK,
http://northshore.localhost.score.org ,OK,
http://northwestarkansas.localhost.score.org ,OK,
http://northwestconnecticut.localhost.score.org ,OK,
http://northwestindiana.localhost.score.org ,OK,
http://northwestlouisiana.localhost.score.org ,OK,
http://northwestmontana.localhost.score.org ,OK,
http://northwestnj.localhost.score.org ,OK,
http://northwestohio.localhost.score.org ,OK,
http://nwoklahoma.localhost.score.org ,OK,
http://oceancounty.localhost.score.org ,OK,
http://ogden.localhost.score.org ,OK,
http://oklahomacity.localhost.score.org ,OK,
http://omaha.localhost.score.org ,OK,
http://orange.localhost.score.org ,OK,
http://orangecounty.localhost.score.org ,OK,
http://orlando.localhost.score.org ,OK,
http://outerbanks.localhost.score.org ,OK,
http://owensboro.localhost.score.org ,OK,
http://oxfordhills.localhost.score.org ,OK,
http://palmbeach.localhost.score.org ,OK,
http://panhandle.localhost.score.org ,OK,
http://pascohernando.localhost.score.org ,OK,
http://peninsula.localhost.score.org ,OK,
http://peoria.localhost.score.org ,OK,
http://philadelphia.localhost.score.org ,OK,
http://piedmont.localhost.score.org ,OK,
http://pinellascounty.localhost.score.org ,OK,
http://pittsburgh.localhost.score.org ,OK,
http://portcharlotte.localhost.score.org ,OK,
http://portlandme.localhost.score.org ,OK,
http://portlandor.localhost.score.org ,OK,
http://pottstown.localhost.score.org ,OK,
http://princeton.localhost.score.org ,OK,
http://pst.localhost.score.org ,OK,
http://pueblo.localhost.score.org ,OK,
http://purchasearea.localhost.score.org ,OK,
http://putnamcounty.localhost.score.org ,OK,
http://qcitytwo.localhost.score.org ,OK,
http://quadcities.localhost.score.org ,OK,
http://queens.localhost.score.org ,OK,
http://quincytristate.localhost.score.org ,OK,
http://raleigh.localhost.score.org ,OK,
http://rapidcity.localhost.score.org ,OK,
http://reading.localhost.score.org ,OK,
http://ri.localhost.score.org ,OK,
http://richmond.localhost.score.org ,OK,
http://riograndevalley.localhost.score.org ,OK,
http://rivervalley.localhost.score.org ,OK,
http://roanoke.localhost.score.org ,OK,
http://rocklandcounty.localhost.score.org ,OK,
http://sacramento.localhost.score.org ,OK,
http://salem.localhost.score.org ,OK,
http://salisbury.localhost.score.org ,OK,
http://saltlake.localhost.score.org ,OK,
http://sanantonio.localhost.score.org ,OK,
http://sandhills.localhost.score.org ,OK,
http://sandiego.localhost.score.org ,OK,
http://sandy.localhost.score.org ,OK,
http://sanfrancisco.localhost.score.org ,OK,
http://sanjuanmetro.localhost.score.org ,OK,
http://sanluisobispo.localhost.score.org ,OK,
http://santabarbara.localhost.score.org ,OK,
http://santacruzcounty.localhost.score.org ,OK,
http://santafe.localhost.score.org ,OK,
http://savannah.localhost.score.org ,OK,
http://scentralindiana.localhost.score.org ,OK,
http://sclowcountry.localhost.score.org ,OK,
http://scranton.localhost.score.org ,OK,
http://seacoast.localhost.score.org ,OK,
http://searkansas.localhost.score.org ,OK,
http://seattle.localhost.score.org ,OK,
http://sect.localhost.score.org ,OK,
http://sema.localhost.score.org ,OK,
http://seminnesota.localhost.score.org ,OK,
http://sewisconsin.localhost.score.org ,OK,
http://shenandoahvly.localhost.score.org ,OK,
http://siliconvalley.localhost.score.org ,OK,
http://siouxcity.localhost.score.org ,OK,
http://siouxfalls.localhost.score.org ,OK,
http://southalabama.localhost.score.org ,OK,
http://southbroward.localhost.score.org ,OK,
http://southcentral.localhost.score.org ,OK,
http://southcentraliowa.localhost.score.org ,OK,
http://southcentralminnesota.localhost.score.org ,OK,
http://southcentraloh.localhost.score.org ,OK,
http://southcentralregion.localhost.score.org ,OK,
http://southeasternillinois.localhost.score.org ,OK,
http://southeastindiana.localhost.score.org ,OK,
http://southernarizona.localhost.score.org ,OK,
http://southernillinois.localhost.score.org ,OK,
http://southernmaryland.localhost.score.org ,OK,
http://southernnewjersey.localhost.score.org ,OK,
http://southernutah.localhost.score.org ,OK,
http://southmetro.localhost.score.org ,OK,
http://southpalmbeach.localhost.score.org ,OK,
http://southwesternpennsylvania.localhost.score.org ,OK,
http://southwestflorida.localhost.score.org ,OK,
http://southwestiowa.localhost.score.org ,OK,
http://southwestlouisiana.localhost.score.org ,OK,
http://spacecoast.localhost.score.org ,OK,
http://spokane.localhost.score.org ,OK,
http://springfieldil.localhost.score.org ,OK,
http://springfieldmo.localhost.score.org ,OK,
http://statenisland.localhost.score.org ,OK,
http://stlouis.localhost.score.org ,OK,
http://stpaul.localhost.score.org ,OK,
http://sullivancounty.localhost.score.org ,OK,
http://suwanneevalley.localhost.score.org ,OK,
http://swillinois.localhost.score.org ,OK,
http://syracuse.localhost.score.org ,OK,
http://tacoma.localhost.score.org ,OK,
http://tampa.localhost.score.org ,OK,
http://thevillagesocala.localhost.score.org ,OK,
http://tipofthemitt.localhost.score.org ,OK,
http://topeka.localhost.score.org ,OK,
http://traversecity.localhost.score.org ,OK,
http://treasurecoast.localhost.score.org ,OK,
http://treasurevalley.localhost.score.org ,OK,
http://tricounty.localhost.score.org ,OK,
http://tulsa.localhost.score.org ,OK,
http://tuolumnecounty.localhost.score.org ,OK,
http://tuscaloosa.localhost.score.org ,OK,
http://ulster.localhost.score.org ,OK,
http://uppercoastalplain.localhost.score.org ,OK,
http://uppermonvalley.localhost.score.org ,OK,
http://upperredriver.localhost.score.org ,OK,
http://uppershore.localhost.score.org ,OK,
http://uppervalley.localhost.score.org ,OK,
http://utica.localhost.score.org ,OK,
http://ventura.localhost.score.org ,OK,
http://volunteer.localhost.score.org ,OK,
http://volusiaflaglercounties.localhost.score.org ,OK,
http://washingtondc.localhost.score.org ,OK,
http://watertown.localhost.score.org ,OK,
http://wausau.localhost.score.org ,OK,
http://westchester.localhost.score.org ,OK,
http://westernconnecticut.localhost.score.org ,OK,
http://westerniowa.localhost.score.org ,OK,
http://westernmaryland.localhost.score.org ,OK,
http://westernmassachusetts.localhost.score.org ,OK,
http://westernmountains.localhost.score.org ,OK,
http://westernnc.localhost.score.org ,OK,
http://westernwisconsin.localhost.score.org ,OK,
http://westmoreland.localhost.score.org ,OK,
http://wheeling.localhost.score.org ,OK,
http://wichita.localhost.score.org ,OK,
http://wilkesbarre.localhost.score.org ,OK,
http://willamette.localhost.score.org ,OK,
http://williamsburg.localhost.score.org ,OK,
http://wilmington.localhost.score.org ,OK,
http://worcester.localhost.score.org ,OK,
http://yakimavalley.localhost.score.org ,OK,
http://york.localhost.score.org ,OK,
http://youngstown.localhost.score.org ,OK,
http://volunteer.localhost.score.org ,OK,
